id,name,active_count,sent_count,opens_count,open_rate__float,open_rate__string,clicks_count,click_rate__float,click_rate__string,unsubscribed_count,unconfirmed_count,bounced_count,junk_count,created_at
53769350746735820,MyFriends,0,0,0,0,0%,0,0,0%,0,0,0,0,2022-04-30 00:27:28
